Historical Sales,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Customer,Id,Region,Diesel Quota,,Tanks,Product,,04/10/2016,05/10/2016,06/10/2016,07/10/2016,08/10/2016,09/10/2016,10/10/2016
,,,,,,,,Stock,17640,21952,21952,17941,22729,22729,
,,,,,,90031433-3,BIODIESEL B7 (RETAIL),Sales,8172,8491,7563,6630,6733,6905,6782
,,,,,,,,Stock,22136,20351,14262,11694,13607,6253,
,,,,,,90031433-5,PRIMAX 95,Sales,11603,10256,12918,11767,12225,14274,11670
,,,,,,,,Stock,16699,25546,16859,22524,21053,13120,
,,,,,,90031433-1,BIODIESEL B7 (RETAIL),Sales,8172,8492,7564,6629,6732,6906,6781
,,,,,,,,Stock,15166,11724,11886,10262,11561,21292,
,,,,,,90031433-2,PRIMAX 97,Sales,4753,3629,4191,3138,4180,4150,3870
,,,,,,,,Stock,20877,21498,18397,19477,21498,17520,
,,,,,,,,,,,,,,,
,JA'AFAR SIDEK JV ENTERPRISE,90031471,NORTH1,92820,,90031471-4,PRIMAX 95,Sales,3598,3435,3323,3988,4041,3842,3976
,,,,,,,,Stock,10875,3409,19508,19413,17685,25980,
,,,,,,90031471-1,BIODIESEL B7 (RETAIL),Sales,2971,2592,2375,2593,3660,849,2326
,,,,,,,,Stock,22888,19858,17650,15033,18333,19685,
,,,,,,90031471-2,PRIMAX 97,Sales,633,655,479,471,783,1036,568
,,,,,,,,Stock,7442,6566,5888,5292,10711,9973,
,,,,,,90031471-3,PRIMAX 95,Sales,3598,3434,3324,3989,4040,3843,3977
,,,,,,,,Stock,26600,26600,19871,12957,18000,23633,
,,,,,,,,,,,,,,,
,VC MURNI SERVICE STATION,90031485,EAST1,114660,,90031485-3,PRIMAX 95,Sales,6163,6065,6720,4711,6452,5640,6018
,,,,,,,,Stock,18952,12790,18201,19630,18562,19762,
,,,,,,90031485-4,BIODIESEL B7 (RETAIL),Sales,3816,5303,3312,1376,3893,3477,4177
,,,,,,,,Stock,21500,17684,18042,20189,24352,20413,
,,,,,,90031485-1,PRIMAX 97,Sales,465,505,713,356,403,501,564
,,,,,,,,Stock,8376,7911,7348,6634,6280,5560,
,,,,,,90031485-2,PRIMAX 95,Sales,6162,6065,6720,4711,6453,5640,6019
,,,,,,,,Stock,19937,13774,18330,19630,15706,22412,
,,,,,,,,,,,,,,,
,PERNIAGAAN IMBANG MODEN,90031561,NORTH1,32760,,90031561-2,PRIMAX 95,Sales,5159,4622,5134,5003,5863,4997,5132
,,,,,,,,Stock,12019,23836,19410,15190,10253,20837,
,,,,,,90031561-1,BIODIESEL B7 (RETAIL),Sales,1848,1566,1759,1467,2631,2147,2670
,,,,,,,,Stock,11805,10066,8527,12228,10848,13678,
,,,,,,90031561-3,PRIMAX 95,Sales,5160,4622,5133,5004,5864,4997,5132
,,,,,,,,Stock,16261,21497,16565,21423,15838,21068,
,,,,,,,,,,,,,,,
,STESEN MINYAK INTAN DUA,90031573,SOUTH1,76440,,90031573-2,PRIMAX 95,Sales,4070,4071,3825,4036,4724,5310,4060
,,,,,,,,Stock,10530,17041,22497,22497,22497,22497,
,,,,,,90031573-3,PRIMAX 95,Sales,4070,4070,3825,4037,4724,5310,4061
,,,,,,,,Stock,661,17041,22632,22362,21664,7620,
,,,,,,90031573-4,PRIMAX 95,Sales,4070,4070,3826,4037,4724,5310,4061
,,,,,,,,Stock,19185,16607,20664,9291,24899,24838,
,,,,,,90031573-1,BIODIESEL B7 (RETAIL),Sales,2269,3285,2933,3266,1837,1766,2877
,,,,,,,,Stock,18876,16451,18725,15740,17885,16060,
,,,,,,,,,,,,,,,
,KURNIA MURNI ENTERPRISE,90031575,NORTH2,60060,,90031575-1,PRIMAX 95,Sales,2833,2533,3000,2866,3067,3200,2867
,,,,,,,,Stock,24100,24400,19400,11100,1900,23900,
,,,,,,90031575-2,PRIMAX 95,Sales,2834,2533,3000,2867,3066,3200,2867
,,,,,,,,Stock,25300,25000,25500,25300,25300,25400,
,,,,,,90031575-3,PRIMAX 95,Sales,2833,2534,3000,2867,3067,3200,2866
,,,,,,,,Stock,15800,8000,20800,20400,20400,11600,
,,,,,,90031575-4,BIODIESEL B7 (RETAIL),Sales,2400,3100,3400,3200,3000,810,3400
,,,,,,,,Stock,23000,19900,17300,13800,10900,12900,
,,,,,,,,,,,,,,,
,PERMAI HIJRAH SERVICE STATION,90031587,CENTR2,78786,,90031587-3,PRIMAX 95,Sales,8051,8628,8204,9414,9006,8736,8511
,,,,,,,,Stock,12340,23581,13687,9569,17480,22173,
,,,,,,90031587-4,BIODIESEL B7 (RETAIL),Sales,4229,4152,4442,4170,3652,1723,5125
,,,,,,,,Stock,22120,17767,19105,14440,15822,23051,
,,,,,,90031587-1,PRIMAX 95,Sales,8052,8627,8205,9414,9005,8737,8511
,,,,,,,,Stock,18196,1527,8569,19896,12428,22108,
,,,,,,90031587-2,PRIMAX 95,Sales,8052,8627,8204,9414,9005,8736,8512
,,,,,,,,Stock,13782,15350,25556,15624,19835,24050,
,,,,,,,,,,,,,,,
,STESEN MINYAK SERI MAKMUR,90031710,EAST2,218400,,90031710-1,BIODIESEL B7 (RETAIL),Sales,6766,6396,7272,7238,5195,5425,6908
,,,,,,,,Stock,20600,14675,13973,13514,15987,14952,
,,,,,,90031710-3,PRIMAX 95,Sales,8108,8041,8298,9465,9345,7165,8220
,,,,,,,,Stock,11575,14164,14413,9835,11757,10000,
,,,,,,90031710-4,PRIMAX 95,Sales,8108,8040,8297,9465,9345,7165,8221
,,,,,,,,Stock,14040,16600,11125,15225,17213,15971,
,,,,,,90031710-2,BIODIESEL B7 (RETAIL),Sales,6765,6395,7273,7237,5195,5425,6908
,,,,,,,,Stock,16000,19760,18385,15575,14662,16588,
,,,,,,,,,,,,,,,
,HALAZ ENTERPRISE,90031766,NORTH2,158340,,90031766-1,BIODIESEL B7 (RETAIL),Sales,5753,5903,6903,5611,5001,2596,5157
,,,,,,,,Stock,19937,20301,14051,18137,11913,18286,
,,,,,,90031766-4,PRIMAX 97,Sales,456,370,293,384,589,606,625
,,,,,,,,Stock,6768,6314,5909,16750,16354,15737,
,,,,,,90031766-3,PRIMAX 95,Sales,5232,4509,4953,4982,4978,5943,4462
,,,,,,,,Stock,13961,24670,24126,19358,8644,19470,
,,,,,,90031766-2,PRIMAX 95,Sales,5233,4508,4953,4983,4978,5943,4462
,,,,,,,,Stock,21744,17222,8534,25110,25110,15090,
,,,,,,,,,,,,,,,
,S & S SERVICE & SUPPLIERS,90031772,CENTR3,36145,,90031772-4,PRIMAX 95,Sales,3569,3684,3756,3605,4273,4121,3758
,,,,,,,,Stock,17906,7750,12837,24148,22283,22283,
,,,,,,90031772-5,PRIMAX 95,Sales,3570,3683,3757,3606,4272,4121,3758
,,,,,,,,Stock,12536,12536,22941,22200,12983,17280,
,,,,,,90031772-1,BIODIESEL B7 (RETAIL),Sales,1782,1457,2395,2097,1620,850,1977
,,,,,,,,Stock,8165,5332,14779,12575,10611,8874,
,,,,,,90031772-2,PRIMAX 97,Sales,801,676,492,618,844,760,496
,,,,,,,,Stock,6787,5986,5207,15500,15081,13883,
,,,,,,90031772-3,PRIMAX 95,Sales,3570,3684,3757,3606,4272,4122,3759
,,,,,,,,Stock,20777,21055,20777,21193,21193,20496,
,,,,,,,,,,,,,,,
,KARINA ELWASIQ ENTERPRISE,90031815,CENTR2,110539,,90031815-1,PRIMAX 95,Sales,6203,6463,6114,6256,5857,6601,6461
,,,,,,,,Stock,25315,20087,15431,19932,20135,20991,
,,,,,,90031815-4,BIODIESEL B7 (RETAIL),Sales,2339,2652,2330,2519,749,1762,2878
,,,,,,,,Stock,16467,13487,15126,13186,15434,14813,
,,,,,,90031815-2,PRIMAX 95,Sales,6203,6464,6115,6256,5856,6600,6462
,,,,,,,,Stock,7624,12926,12926,11743,8926,11932,
,,,,,,90031815-3,PRIMAX 97,Sales,696,1062,908,947,644,903,979
,,,,,,,,Stock,5508,14845,13542,12547,11848,10755,
,,,,,,,,,,,,,,,
,SSP BUKIT GAMBIR,90031833,NORTH1,87360,,90031833-1,BIODIESEL B7 (RETAIL),Sales,1748,3645,3823,2411,1888,2818,2384
,,,,,,,,Stock,23460,20448,22302,19569,17028,19204,
,,,,,,90031833-2,PRIMAX 97,Sales,1544,704,1178,1299,1110,1271,1116
,,,,,,,,Stock,8863,7605,6750,5563,9681,19251,
,,,,,,90031833-4,PRIMAX 95,Sales,4360,4188,4653,4279,4358,4704,4221
,,,,,,,,Stock,26919,26737,26818,25654,21243,21737,
,,,,,,90031833-3,PRIMAX 95,Sales,4360,4189,4652,4279,4359,4704,4220
,,,,,,,,Stock,19558,12667,17275,11041,22504,18000,
,,,,,,90031833-5,PRIMAX 95,Sales,4360,4188,4653,4279,4358,4704,4221
,,,,,,,,Stock,17570,10466,20606,14560,20676,22547,
,,,,,,,,,,,,,,,
,KB EZY ENTERPRISE,90031859,CENTR2,218529,,90031859-4,BIODIESEL B7 (RETAIL),Sales,7955,6969,8988,8312,7692,1648,8818
,,,,,,,,Stock,25341,18147,21186,3244,25786,24055,
,,,,,,90031859-1,PRIMAX 97,Sales,435,485,15,482,519,332,513
,,,,,,,,Stock,13162,12353,11792,11554,11236,9322,
,,,,,,90031859-2,PRIMAX 95,Sales,6065,6407,6689,7174,6931,6609,6976
,,,,,,,,Stock,23166,23166,20801,8287,19912,12299,
,,,,,,90031859-3,PRIMAX 95,Sales,6064,6407,6688,7175,6932,6609,6976
,,,,,,,,Stock,18853,17264,23187,23314,14544,15901,
,,,,,,,,,,,,,,,
,STESEN MINYAK & SERVIS C.S.D,90031862,EAST1,120120,,90031862-2,PRIMAX 97,Sales,,500,400,500,300,300,200
,,,,,,,,Stock,10400,,9900,5500,10500,10100,
,,,,,,90031862-1,BIODIESEL B7 (RETAIL),Sales,,7000,5000,6000,6000,7000,7000
,,,,,,,,Stock,15000,,18000,23000,20000,15000,
,,,,,,90031862-3,PRIMAX 95,Sales,,4500,4500,4000,4500,4500,4000
,,,,,,,,Stock,20000,,19000,21000,21000,21000,
,,,,,,90031862-4,PRIMAX 95,Sales,,4500,4500,4000,4500,4500,4000
,,,,,,,,Stock,15000,,20000,20000,22000,13000,
,,,,,,,,,,,,,,,
,STESEN MINYAK GEMINI TIGA,90031881,SOUTH1,152880,,90031881-1,PRIMAX 95,Sales,5151,4863,5072,5211,6323,6656,5651
,,,,,,,,Stock,2825,24912,21969,6096,22178,10863,
,,,,,,90031881-2,PRIMAX 95,Sales,5152,4862,5073,5211,6323,6657,5652
,,,,,,,,Stock,20841,25713,23942,23942,25664,25909,
,,,,,,90031881-3,PRIMAX 95,Sales,5151,4862,5073,5211,6322,6657,5651
,,,,,,,,Stock,23330,7072,25446,24747,23390,22622,
,,,,,,90031881-4,BIODIESEL B7 (RETAIL),Sales,7312,5724,6290,6485,4219,3794,7387
,,,,,,,,Stock,19056,16756,16917,10721,14695,21831,
,,,,,,,,,,,,,,,
,STESEN MINYAK PETRONAS ABIE,90031884,SOUTH2,43680,,90031884-3,PRIMAX 95,Sales,4565,4757,4773,4571,4632,5455,4753
,,,,,,,,Stock,9150,14610,25530,16671,16671,22131,
,,,,,,90031884-4,PRIMAX 95,Sales,4565,4757,4773,4571,4632,5455,4752
,,,,,,,,Stock,24341,10646,21566,21566,21566,7671,
,,,,,,90031884-5,BIODIESEL B7 (RETAIL),Sales,1622,2145,1557,1007,1354,1549,2206
,,,,,,,,Stock,7496,7496,3207,8667,6652,3944,
,,,,,,90031884-6,BIODIESEL B7 (RETAIL),Sales,1622,2144,1556,1008,1354,1548,2206
,,,,,,,,Stock,9468,6224,6224,3111,3111,14031,
,,,,,,90031884-1,PRIMAX 97,Sales,673,4289,744,526,686,865,990
,,,,,,,,Stock,12380,11707,11060,10316,9790,9104,
,,,,,,90031884-2,PRIMAX 95,Sales,4565,4758,4773,4571,4631,5455,4753
,,,,,,,,Stock,9864,20784,6512,22892,9179,25559,
,,,,,,,,,,,,,,,
,PETRO EMAS KOK LANAS,90031892,EAST1,49140,,90031892-3,PRIMAX 95,Sales,3356,3408,3502,3212,3070,3340,2863
,,,,,,,,Stock,7200,7200,7200,7200,7200,7200,
,,,,,,90031892-4,BIODIESEL B7 (RETAIL),Sales,1774,1387,1660,625,1788,2297,1702
,,,,,,,,Stock,11886,10112,14185,12525,11900,15572,
,,,,,,90031892-1,PRIMAX 95,Sales,3355,3408,3502,3213,3069,3340,2862
,,,,,,,,Stock,22840,22840,19752,24627,15746,17458,
,,,,,,90031892-2,PRIMAX 95,Sales,3355,3408,3501,3213,3069,3340,2862
,,,,,,,,Stock,19092,9026,12810,12810,22973,22973,
,,,,,,,,,,,,,,,
,DAGANGAN RUMPUN JAYA,90031928,SOUTH1,43680,,90031928-3,PRIMAX 95,Sales,3780,3650,3577,3473,3425,3663,3010
,,,,,,,,Stock,3700,3700,3700,25540,14120,25040,
,,,,,,90031928-1,BIODIESEL B7 (RETAIL),Sales,3410,3150,3560,2260,2355,1855,2885
,,,,,,,,Stock,21420,18010,14860,16760,14500,23065,
,,,,,,90031928-2,PRIMAX 95,Sales,3780,3650,3576,3474,3425,3663,3010
,,,,,,,,Stock,21040,16040,16490,6760,6760,23140,
,,,,,,90031928-4,PRIMAX 95,Sales,3780,3650,3577,3473,3425,3664,3010
,,,,,,,,Stock,21580,16450,5500,21880,20880,16065,
,,,,,,,,,,,,,,,
,PETROADZ ENTERPRISE,90031945,CENTR2,105079,,90031945-1,BIODIESEL B7 (RETAIL),Sales,3269,4382,3876,2388,3995,389,4379
,,,,,,,,Stock,19573,16304,11922,18966,22038,18043,
,,,,,,90031945-2,PRIMAX 95,Sales,2868,2617,2808,3051,2656,2229,2760
,,,,,,,,Stock,15211,15211,15211,15211,15211,15211,
,,,,,,90031945-3,PRIMAX 95,Sales,2868,2616,2808,3051,2656,2230,2759
,,,,,,,,Stock,1,1,1,1,1,1,
,,,,,,90031945-4,PRIMAX 95,Sales,2868,2617,2807,3050,2656,2230,2760
,,,,,,,,Stock,9237,17013,9163,11660,18888,10920,
,,,,,,,,,,,,,,,
,GRAND SAGA PETROL STATION,90031955,CENTR3,120892,,90031955-3,PRIMAX 95,Sales,7054,6765,6760,7300,8068,8182,7070
,,,,,,,,Stock,11037,4158,18750,15036,18494,17414,
,,,,,,90031955-4,PRIMAX 95,Sales,7054,6766,6759,7300,8069,8182,7069
,,,,,,,,Stock,13811,19147,13750,16625,13575,13625,
,,,,,,90031955-5,BIODIESEL B7 (RETAIL),Sales,4066,4729,4511,4175,5628,2900,3262
,,,,,,,,Stock,17900,18725,9328,11012,11811,11625,
,,,,,,90031955-1,PRIMAX 95,Sales,7054,6766,6760,7300,8068,8181,7070
,,,,,,,,Stock,26054,27000,25288,27000,26658,19762,
,,,,,,90031955-2,PRIMAX 97,Sales,1116,1095,1301,1231,1399,1533,1074
,,,,,,,,Stock,19775,18725,17562,16628,15200,14212,
,,,,,,,,,,,,,,,
,NORLIN PETROL & SERVICES,90031973,EAST2,114660,,90031973-4,PRIMAX 95,Sales,8150,6500,8200,6500,6550,6000,7000
,,,,,,,,Stock,24000,24400,22000,24900,12700,22400,
,,,,,,90031973-1,BIODIESEL B7 (RETAIL),Sales,4000,2500,5300,4000,3000,2300,4200
,,,,,,,,Stock,21600,17500,22000,19400,14000,16000,
,,,,,,90031973-2,PRIMAX 97,Sales,700,800,700,900,800,700,400
,,,,,,,,Stock,7000,6200,5300,9900,9000,8100,
,,,,,,90031973-3,PRIMAX 95,Sales,8150,6500,8200,6500,6550,6000,7000
,,,,,,,,Stock,14500,13900,23200,12200,14700,13100,
,,,,,,,,,,,,,,,
,ZIMAFF ENTERPRISE (PSS BKE 1),90031998,NORTH1,103740,,90031998-1,BIODIESEL B7 (RETAIL),Sales,1338,1371,1874,1493,988,1022,1376
,,,,,,,,Stock,6296,5297,15043,12412,11647,10444,
,,,,,,90031998-5,PRIMAX 95,Sales,4375,4263,4427,4446,5105,4706,4144
,,,,,,,,Stock,11746,11746,27000,27000,21990,22123,
,,,,,,90031998-2,BIODIESEL B7 (RETAIL),Sales,1337,1371,1874,1493,988,1022,1375
,,,,,,,,Stock,8924,7741,6305,4570,3112,11657,
,,,,,,90031998-3,PRIMAX 97,Sales,771,563,816,811,1127,915,696
,,,,,,,,Stock,9563,9178,8140,7148,6602,16695,
,,,,,,90031998-4,PRIMAX 95,Sales,4374,4264,4427,4446,5106,4706,4145
,,,,,,,,Stock,23461,14519,11195,2788,23198,22283,
,,,,,,,,,,,,,,,
,MUTIARA PERMATA ENTERPRISE,90032001,NORTH1,60060,,90032001-1,BIODIESEL B7 (RETAIL),Sales,2983,2459,1613,2169,1901,1430,2673
,,,,,,,,Stock,14373,18317,16373,14162,17346,15466,
,,,,,,90032001-3,PRIMAX 95,Sales,5686,5570,4289,5310,6045,6197,5619
,,,,,,,,Stock,12657,23385,17813,23738,18472,18725,
,,,,,,90032001-2,PRIMAX 97,Sales,302,384,461,368,863,441,406
,,,,,,,,Stock,12376,11882,11485,11000,10542,9800,
,,,,,,90032001-4,PRIMAX 95,Sales,5686,5570,4289,5310,6046,6198,5620
,,,,,,,,Stock,18537,12962,17475,11857,22058,10587,
,,,,,,,,,,,,,,,
,AAN AZIZ ENTERPRISE,90032020,SOUTH2,65520,,90032020-1,PRIMAX 95,Sales,8000,7000,8000,7000,7500,8000,8000
,,,,,,,,Stock,24000,8000,10000,15000,22000,23000,
,,,,,,90032020-4,BIODIESEL B7 (RETAIL),Sales,2000,3000,3000,3000,1000,1000,2000
,,,,,,,,Stock,22000,20000,17000,14000,11000,20000,
,,,,,,90032020-2,PRIMAX 95,Sales,8000,7000,8000,7000,7500,8000,8000
,,,,,,,,Stock,25000,25000,20000,20000,20000,20000,
,,,,,,90032020-3,PRIMAX 97,Sales,1000,500,500,500,500,500,500
,,,,,,,,Stock,17000,16000,15500,14500,14000,13500,
,,,,,,,,,,,,,,,
,ROFHAZ ENTERPRISE,90032084,CENTR1,316680,,90032084-2,PRIMAX 95,Sales,4007,4013,3854,3815,4080,4062,4058
,,,,,,,,Stock,25828,16487,9891,3982,25828,16087,
,,,,,,90032084-4,PRIMAX 97,Sales,620,433,654,492,673,561,352
,,,,,,,,Stock,9266,8720,8529,7774,7266,6592,
,,,,,,90032084-5,BIODIESEL B7 (RETAIL),Sales,4049,3513,4530,4305,4013,1649,4045
,,,,,,,,Stock,20442,18717,11850,4011,20211,20211,
,,,,,,90032084-1,PRIMAX 95,Sales,4008,4013,3854,3815,4080,4063,4058
,,,,,,,,Stock,7364,4026,25700,19425,6988,3982,
,,,,,,90032084-3,PRIMAX 95,Sales,4007,4014,3855,3815,4080,4063,4058
,,,,,,,,Stock,25302,25302,25431,25431,25431,25431,
,,,,,,90032084-6,BIODIESEL B7 (RETAIL),Sales,4050,3512,4530,4304,4013,1649,4045
,,,,,,,,Stock,12693,4504,20312,16887,14164,5920,
,,,,,,,,,,,,,,,
,STESEN MINYAK MYLIEIZ,90032092,CENTR3,59054,,90032092-3,PRIMAX 95,Sales,6315,5590,5874,6446,6615,5981,5732
,,,,,,,,Stock,15310,18621,18259,9952,579,17413,
,,,,,,90032092-5,BIODIESEL B7 (RETAIL),Sales,3428,3924,4431,4060,2286,2906,4444
,,,,,,,,Stock,12433,19540,16028,17233,12837,15794,
,,,,,,90032092-1,PRIMAX 95,Sales,6315,5590,5875,6445,6614,5980,5733
,,,,,,,,Stock,2780,18865,6957,23170,13148,20383,
,,,,,,90032092-2,PRIMAX 95,Sales,6316,5590,5875,6446,6614,5981,5732
,,,,,,,,Stock,673,22131,17466,24275,23601,13360,
,,,,,,90032092-4,PRIMAX 97,Sales,943,1061,692,974,1232,1409,1317
,,,,,,,,Stock,6547,10561,10183,9577,8470,7101,
,,,,,,,,,,,,,,,
,STESEN SERVIS SRI DAMAI,90032125,CENTR3,47435,,90032125-2,PRIMAX 95,Sales,5059,4499,4773,5292,5688,5478,5273
,,,,,,,,Stock,25844,21000,12785,13712,13712,2270,
,,,,,,90032125-3,PRIMAX 97,Sales,706,372,785,952,950,968,494
,,,,,,,,Stock,14387,13623,13500,12725,11975,11040,
,,,,,,90032125-1,PRIMAX 95,Sales,5059,4498,4774,5292,5689,5479,5272
,,,,,,,,Stock,17800,12500,12950,23112,23235,23414,
,,,,,,90032125-4,BIODIESEL B7 (RETAIL),Sales,1076,999,1575,1765,1066,662,1488
,,,,,,,,Stock,9087,7900,6853,5360,8960,8026,
,,,,,,,,,,,,,,,
,SARINANI TT PETROMART,90032183,NORTH1,27300,,90032183-4,BIODIESEL B7 (RETAIL),Sales,968,805,1134,1350,1436,891,743
,,,,,,,,Stock,11967,11812,15800,13263,12114,10795,
,,,,,,90032183-1,PRIMAX 95,Sales,2607,2452,2308,2660,2691,2839,2644
,,,,,,,,Stock,12138,8305,11190,7057,4441,14459,
,,,,,,90032183-2,PRIMAX 95,Sales,2607,2453,2308,2660,2691,2839,2644
,,,,,,,,Stock,14392,14392,14392,13892,12344,9492,
,,,,,,90032183-3,PRIMAX 95,Sales,2607,2452,2307,2661,2691,2839,2645
,,,,,,,,Stock,14435,10943,16889,14572,9943,17006,
,,,,,,,,,,,,,,,
,BASHARUDDIN ENTERPRISE,90032210,EAST2,49140,,90032210-2,PRIMAX 95,Sales,4070,4405,4045,4775,4700,3900,4240
,,,,,,,,Stock,20350,17670,17670,23130,19040,9640,
,,,,,,90032210-1,BIODIESEL B7 (RETAIL),Sales,1450,2020,1690,1520,1660,710,1430
,,,,,,,,Stock,7310,11320,9300,7610,11550,9890,
,,,,,,90032210-4,PRIMAX 97,Sales,700,490,560,530,700,350,580
,,,,,,,,Stock,11750,11050,10560,10000,9470,8770,
,,,,,,90032210-3,PRIMAX 95,Sales,4070,4405,4045,4775,4700,3900,4240
,,,,,,,,Stock,12930,18390,9580,17870,17870,17870,
,,,,,,,,,,,,,,,
,BUKIT TINGGI PRIMAX ENTERPRISE,90032293,CENTR1,21840,,90032293-3,PRIMAX 95,Sales,3879,4352,4404,4189,4195,3547,4387
,,,,,,,,Stock,15531,11414,17474,13317,14256,14073,
,,,,,,90032293-1,PRIMAX 97,Sales,1033,1051,1271,1034,1269,760,853
,,,,,,,,Stock,14389,13356,12217,10940,9839,10058,
,,,,,,90032293-2,PRIMAX 95,Sales,3878,4352,4404,4189,4195,3546,4388
,,,,,,,,Stock,16398,11787,18146,13544,15828,14691,
,,,,,,90032293-4,PRIMAX 95,Sales,3879,4352,4405,4190,4195,3547,4388
,,,,,,,,Stock,16201,13295,20347,16045,11741,15897,
,,,,,,90032293-5,BIODIESEL B7 (RETAIL),Sales,2169,1778,1143,865,909,442,1004
,,,,,,,,Stock,11395,9226,7884,6593,5881,10608,
,,,,,,,,,,,,,,,
,NZ OIL ENTERPRISE,90032397,NORTH2,60060,,90032397-1,BIODIESEL B7 (RETAIL),Sales,1822,2708,3648,2733,1921,1604,2126
,,,,,,,,Stock,20701,18603,21166,17662,14923,18485,
,,,,,,90032397-2,PRIMAX 95,Sales,5317,5546,5215,5050,5265,5275,5510
,,,,,,,,Stock,24154,17277,18320,18283,16967,22910,
,,,,,,90032397-4,PRIMAX 95,Sales,5318,5547,5216,5051,5265,5274,5510
,,,,,,,,Stock,23404,23118,21441,12417,23308,23342,
,,,,,,90032397-3,PRIMAX 95,Sales,5317,5547,5216,5050,5264,5274,5511
,,,,,,,,Stock,22188,12496,23299,16454,25169,22330,
,,,,,,,,,,,,,,,
,STESEN MINYAK PERINTIS,90032427,SOUTH2,147420,,90032427-1,PRIMAX 95,Sales,11423,12223,11924,12424,12819,13176,
,,,,,,,,Stock,12737,20837,21457,26673,21737,26638,
,,,,,,90032427-4,BIODIESEL B7 (RETAIL),Sales,6182,8826,8182,7826,6682,5133,
,,,,,,,,Stock,17836,7827,20173,19837,15673,19863,
,,,,,,90032427-2,PRIMAX 95,Sales,11424,12222,11924,12423,12819,13177,
,,,,,,,,Stock,10983,26738,5142,19837,5373,3193,
,,,,,,90032427-3,PRIMAX 97,Sales,3873,3184,3494,3273,3183,3193,
,,,,,,,,Stock,18737,15733,6426,12848,9763,19733,
,,,,,,,,,,,,,,,
,PETROLA TRADING SDN. BHD.,90032432,NORTH1,158340,,90032432-4,BIODIESEL B7 (RETAIL),Sales,3706,3409,3713,1157,2357,2768,3144
,,,,,,,,Stock,15630,7785,24658,17553,15262,15998,
,,,,,,90032432-1,PRIMAX 95,Sales,3309,2721,3166,2965,3003,3346,3002
,,,,,,,,Stock,17362,17246,17264,16671,10889,21253,
,,,,,,90032432-2,PRIMAX 95,Sales,3309,2721,3165,2965,3004,3345,3002
,,,,,,,,Stock,22017,15505,20965,14360,14254,19243,
,,,,,,90032432-3,PRIMAX 97,Sales,565,374,199,450,462,462,367
,,,,,,,,Stock,8036,7190,6816,6432,6007,11449,
,,,,,,90032432-5,BIODIESEL B7 (RETAIL),Sales,3707,3408,3713,1156,2356,2768,3143
,,,,,,,,Stock,20628,20628,18778,18457,18457,18457,
,,,,,,,,,,,,,,,
,MOFIZ D ENTERPRISE,90032435,EAST1,60060,,90032435-3,PRIMAX 95,Sales,,2121,2012,1985,2290,2778,2376
,,,,,,,,Stock,9758,,6021,18376,14108,9258,
,,,,,,90032435-4,BIODIESEL B7 (RETAIL),Sales,,2161,2240,1092,1769,1820,2026
,,,,,,,,Stock,8130,,8632,17311,17238,15469,
,,,,,,90032435-5,,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90032435-1,PRIMAX 97,Sales,,258,221,248,254,315,425
,,,,,,,,Stock,7692,,7287,7066,6688,6433,
,,,,,,90032435-2,PRIMAX 95,Sales,,2121,2013,1986,2290,2777,2375
,,,,,,,,Stock,20000,,20000,20000,20000,20000,
,,,,,,,,,,,,,,,
,AT TAWHID STATION,90032437,EAST1,196560,,90032437-3,PRIMAX 95,Sales,4732,3307,3011,4751,3036,3037,3442
,,,,,,,,Stock,6400,12387,17094,17387,17800,24000,
,,,,,,90032437-1,BIODIESEL B7 (RETAIL),Sales,5410,6237,5380,8764,4438,4438,6674
,,,,,,,,Stock,18381,18933,16711,15564,16916,22626,
,,,,,,90032437-2,PRIMAX 95,Sales,4731,3307,3010,4751,3037,3036,3442
,,,,,,,,Stock,19075,14625,26000,24550,21058,20680,
,,,,,,90032437-4,PRIMAX 95,Sales,4731,3307,3010,4751,3036,3036,3442
,,,,,,,,Stock,2473,18386,14070,21300,21287,20682,
,,,,,,90032437-5,PRIMAX 97,Sales,1057,723,438,755,524,524,868
,,,,,,,,Stock,7892,7212,11687,11320,11028,10475,
,,,,,,,,,,,,,,,
,STESEN MINYAK ZAIDI,90032473,SOUTH2,49140,,90032473-6,BIODIESEL B7 (RETAIL),Sales,3000,2000,3000,2000,3000,3000,2000
,,,,,,,,Stock,15000,10000,9000,11000,10000,9000,
,,,,,,90032473-1,PRIMAX 95,Sales,1334,1333,1334,1333,1333,1333,1667
,,,,,,,,Stock,15000,15000,13000,15000,15000,15000,
,,,,,,90032473-2,PRIMAX 95,Sales,1333,1333,1333,1334,1334,1334,1667
,,,,,,,,Stock,10000,11000,10000,15000,11000,11000,
,,,,,,90032473-3,PRIMAX 95,Sales,1333,1334,1333,1333,1333,1333,1666
,,,,,,,,Stock,5000,5000,5000,5000,5000,5000,
,,,,,,90032473-4,PRIMAX 97,Sales,200,200,200,200,200,200,200
,,,,,,,,Stock,11000,10000,9000,8000,8000,8000,
,,,,,,90032473-5,,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,,,,,,,,,,
,KURNIA SEMPURNA ENTERPRISE,90032496,NORTH2,109200,,90032496-1,BIODIESEL B7 (RETAIL),Sales,4110,4348,5137,4524,4785,1397,4793
